Dutch Word,English Word,Frequency
slet,slut,5467
fiets,bicycle,5463
vocht,moisture,5462
opruimen,to clean up,5461
chief,chief,5460
ethan,ethan,5453
daaraan,there,5450
gsm,mobile,5444
gewild,wanted,5437
overeenkomst,agreement,5435
spring,jump,5433
schilderij,painting,5433
middernacht,midnight,5432
brein,brain,5430
richt,steering,5429
onbekende,unknown,5428
vervolgens,thereafter,5427
iemands,someone's,5426
fabriek,factory,5425
geschikt,fit,5423
ontspannen,relax,5422
anne,anne,5421
win,win,5419
broertje,baby brother,5417
gelopen,walked,5411
davis,Davis,5407
apparaat,device,5406
storen,to disturb,5404
handelen,to trade,5402
dwingen,force,5400
optie,option,5400
slang,snake,5398
amen,Amen,5397
student,student,5396
hoorden,heard,5392
opdagen,show up,5389
volkomen,completely,5387
makker,companion,5386
katie,katie,5385
duisternis,darkness,5381
briljant,brilliant,5374
schouder,shoulder,5371
miller,miller,5368
godzijdank,thank God,5365
lacht,laugh,5363
dwaas,foolish,5361
wachtte,waiting,5360
mac,mac,5358
verdrietig,sad,5356
bereik,reach,5356
gozer,guy,5354
gezorgd,arranged,5352
spion,spy,5352
roy,Roy,5351
wond,wound,5349
campagne,campaign,5346
boston,Boston,5345
mogelijkheden,opportunities,5345
dinsdag,Tuesday,5336
lever,liver,5334
avonds,night,5331
weggegaan,gone away,5331
verbinding,link,5330
dek,deck,5328
meegaan,go along,5327
nieuwsgierig,curious,5325
helder,bright,5321
omlaag,down,5315
borsten,breast,5313
oosten,East,5310
namelijk,namely,5306
schande,shame,5302
ondertiteling,subtitle,5299
overeen,correspondence,5291
kanten,lace,5290
warme,warm,5285
gewicht,weight,5285
bedrijven,businesses,5284
derek,the stretch,5283
stront,shit,5282
vet,Fat,5274
geschenk,gift,5270
negeren,ignore,5268
goeds,good,5268
justitie,justice,5263
sneeuw,snow,5262
aanklager,prosecutor,5259
zand,sand,5253
sport,sport,5249
besefte,realized,5248
versie,version,5246
minste,least,5240
hartaanval,heart attack,5235
bo,bos,5234
c,C,5229
as,ash,5224
illegaal,illegal,5217
vertrouwde,trusted,5213
voort,ahead,5212
varken,pig,5210
prettig,pleasant,5208
jacob,Jacob,5207
moge,may,5206
donderdag,Thursday,5200
straten,streets,5196
hout,wood,5193
bovenop,on top of,5193
etentje,dinner,5192
sindsdien,since,5191
vaste,fixed,5179
moeilijker,more difficult,5177
merk,Brand,5177
verdachten,suspect,5170
durft,dares,5165
opgegeven,gave up,5165
weggaat,leave,5163
truc,trick,5162
frankie,Frankie,5162
el,vlas,5162
wegen,weigh,5158
planten,plants,5158
pen,pen,5157
beth,beth,5157
aanwezigheid,presence,5153
stemming,mood,5143
bravo,Bravo,5143
overleefd,surviving,5143
gedurende,during,5140
magische,magical,5138
levende,living,5132
therapie,therapy,5130
geplaatst,placed,5129
grijp,grab,5129
gericht,targeted,5128
voorafging,preceded,5127
duwen,Push,5126
tip,tip,5126
sociale,social,5121
euh,uh,5121
opeten,eat,5121
daarbinnen,inside,5114
beloning,reward,5113
dapper,brave,5113
concentreren,to concentrate,5112
heleboel,a lot,5110
beschikbaar,available,5106
seksuele,sexual,5103
bezorgen,deliver,5102
koopt,buys,5099
hek,fence,5099
lois,Lois,5099
bied,bidding,5094
huidige,current,5093
on,on,5092
achterna,after,5091
verenigde,United,5090
golf,golf,5090
café,Cafe,5087
suiker,sugar,5085
lippen,lip,5083
zuurstof,oxygen,5078
gevoelig,sensitive,5070
herhaal,repeat,5068
hmm,hmm,5065
gras,grass,5063
gekwetst,hurt,5062
smerige,filthy,5060
filmen,to film,5058
daisy,Daisy,5057
tunnel,tunnel,5055
rock,rock,5054
verstandig,wise,5054
organisatie,organization,5053
voorgoed,forever,5053
families,families,5051
betwijfel,doubt,5046
meekomen,come along,5045
geruchten,rumor,5039
angeles,angeles,5033
redde,rescue,5031
doorbrengen,Spending time,5031
puur,pure,5025
stak,stuck,5024
diamanten,diamonds,5018
lading,cargo,5015
miami,Miami,5014
bevestigd,confirmed,5013
stinkt,smelly,5010
inclusief,including,5007
oudere,older,5007
verraad,treason,5006
interview,interview,5001
middel,resourse,4995
geboorte,birth,4994
nicht,niece,4994
momenten,moments,4993
podium,stage,4992
effect,effect,4991
vijftien,fifteen,4989
houding,attitude,4989
veroorzaken,cause,4988
verpleegster,nurse,4985
lig,lying,4984
bibliotheek,library,4982
schrijver,writer,4979
beloven,to promise,4979
identificeren,identify,4978
hut,hut,4974
goedenacht,good night,4970
volgend,next,4966
gecontroleerd,controlled,4965
beroemd,famous,4964
masker,mask,4963
scherp,sharp,4963
sophie,Sophie,4960
trainen,train,4959
kamers,Rooms,4958
quinn,quinn,4956
kampioen,champion,4954
graaf,count,4952
oscar,Oscar,4952
oproep,call,4952
carrie,carria,4951
achterin,in the back,4949
beters,better,4948
veroorloven,to afford,4947
helikopter,helicopter,4945
zekere,certain,4938
gelegd,laid,4938
miljard,billion,4938
vies,dirty,4938
geintje,joke,4937
uitgaan,going out,4936
weleens,sometimes,4935
bruid,bride,4934
voer,feed,4931
praatte,talks,4928
marshall,Marshall,4920
aanwijzingen,Clues,4918
nina,Nina,4916
rusland,Russia,4916
eva,Eva,4915
benzine,gasoline,4915
wegging,was removed,4914
keizer,emperor,4911
vrouwelijke,female,4910
marie,Marie,4909
vince,Vince,4904
voeden,to feed,4903
studio,studio,4901
gif,poison,4897
edward,Edward,4897
uitnodiging,invitation,4891
elena,Elena,4883
grant,grant,4881
probeerden,tried,4874
datje,that you,4871
ketting,chain,4865
schitterend,splendid,4863
velen,many,4863
zekerheid,security,4862
kliniek,clinic,4862
dylan,Dylan,4859
museum,museum,4859
handtekening,signature,4858
bevrijden,to free,4856
ramen,Windows,4853
russell,russell,4850
rechtszaak,lawsuit,4850
dokters,doctors,4848
rijd,drive,4846
kopie,copy,4843
rende,ran,4843
vampier,vampire,4842
personen,persons,4841
tieten,tits,4839
expert,expert,4839
jess,Jess,4838
feesten,celebrate,4830
white,white,4823
zegen,blessing,4822
travis,traveler,4821
rommel,rumbling,4820
mijl,mile,4819
daarbuiten,beyond,4817
opleiding,education,4816
bedenk,recall,4815
jordan,Jordan,4814
carlos,Carlos,4811
live,live,4807
beschermd,protected,4805
roze,pink,4804
legt,lays,4804
walker,walker,4804
flauw,lame,4803
gewoonlijk,usually,4802
telefoontjes,phone calls,4802
pech,bad luck,4801
grootvader,grandfather,4800
junior,junior,4800
voorzitter,chair,4800
miste,missing,4799
owen,Owen,4799
bodem,bottom,4797
gevoeld,felt,4796
repareren,to repair,4793
bewusteloos,unconscious,4788
bommen,bomb,4785
zusje,sister,4785
opname,intake,4784
pols,wrist,4781
herkennen,recognize,4781
hartslag,heartbeat,4779
hete,hot,4778
behoefte,need,4777
oorzaak,cause,4776
kiest,chooses,4771
hill,Hill,4771
brave,good,4770
centrale,central,4766
dochters,daughters,4766
bewezen,proven,4765
danken,thank,4765
gestoken,stung,4764
rat,rat,4762
koekjes,cookies,4761
weglopen,walk away,4761
leuker,nicer,4759
medisch,medical,4758
kopje,Cup,4752
gelegenheid,occasion,4750
zijne,his,4750
grenzen,border,4747
betrapt,got caught,4745
achteren,back,4744
bijeenkomst,meeting,4744
uitdaging,challenge ,4738
onderhandelen,negotiate,4737
overvallen,raids,4735
wayne,Wayne,4734
triest,sad,4733
slagen,to succeed,4733
kruis,crotch,4725
technisch,technical,4724
gooit,throws,4724
fantastische,fantastic,4722
beschermt,protected,4721
beantwoord,answered,4720
positief,positive,4719
vieze,dirty,4718
bewijst,proves,4716
brigadier,brigadier,4716
ogenblik,moment,4712
kalmeer,calm down,4711
hoogheid,highness,4706
droog,dry,4706
admiraal,admiral,4705
schaam,shame,4705
excuseren,excuse,4700
vroegen,asked,4692
kleed,dress,4692
leid,lead,4686
blake,blake,4684
maaltijd,meal,4683
gereden,driven,4683
interessante,interesting,4679
chinese,Chinese,4677
vuren,fire,4676
gezichten,faces,4673
ooh,ooh,4673
fantasie,fantasy,4670
aanpakken,tackle,4669
namens,On behalf of,4668
jeremy,Jeremy,4667
afhandelen,handle,4665
stress,stress,4662
waarschuw,warn,4662
bijbel,Bible,4656
studie,study,4653
kenny,Kenny,4651
ofwel,either,4649
kaartjes,tickets,4649
schema,scheme,4647
gelul,dowel,4645
vers,fresh,4645
biedt,offers,4644
aangeraakt,touched,4642
besteld,ordered,4639
overnemen,to take over,4638
waarderen,appreciate,4638
tranen,tears,4633
ontspan,relax,4631
geopend,open,4628
documenten,documents,4626
mammie,mommy,4626
groots,grand,4624
eventjes,momentarily,4623
boeten,bow,4621
staart,tail,4621
prettige,pleasant,4621
ondervragen,interrogate,4619
schedel,skull,4619
tijdelijk,temporary,4618
overleed,passed,4616
klinken,sound,4611
demon,demon,4610
morgenavond,tomorrow evening,4608
vergist,mistaken,4606
aanslag,scale,4604
florida,Florida,4603
proef,trial,4602
steven,steven,4602
ontstaan,originate,4601
kennelijk,apparently,4601
beslissingen,decisions,4601
sammy,Sammy,4598
vóór,for,4596
smaakt,tastes,4595
soep,soup,4593
nul,zero,4592
green,green,4590
oordeel,judgment,4588
bloeddruk,blood pressure,4587
wegkomt,gets away,4587
hoofdpijn,headache,4586
vijfde,fifth,4586
brad,brad,4585
penny,penny,4583
hieruit,from here,4581
terroristen,terrorists,4577
rekeningen,accounts,4574
pijnlijk,painful,4572
fase,phase,4572
blazen,blow,4572
teef,female dog,4571
jo,Jo,4571
bot,bone,4570
ei,egg,4569
mr.,mr.,4569
beroemde,famous,4569
chaos,chaos,4567
verbaast,surprised,4565
gedumpt,dumped,4565
tekst,text,4564
scène,scene,4562
uitzicht,prospect,4562
vooruitgang,progress,4561
maagd,virgin,4560
mevr,Mrs,4556
bijzondere,special,4556
sex,sex,4555
e-mail,e-mail,4555
lafaard,coward,4554
mei,May,4554
dodelijk,deadly,4553
ian,Ian,4552
carol,Carol,4551
geleid,led,4546
bestellen,to order,4545
plassen,to pee,4542
opgegroeid,grown up,4539
teddy,Teddy,4539
ontvoering,abduction,4534
boze,venomous,4530
affaire,affair,4530
kreng,bitch,4525
verzinnen,invent,4524
sigaret,cigarette,4524
vat,barrel,4520
diane,Diane,4515
dennis,Dennis,4514
verspreiden,to spread,4512
vullen,to fill,4508
vermogen,power,4505
realiteit,reality,4505
doodgaan,die,4505
diegene,hey,4501
betekend,means,4499
pakje,package,4498
buitenlandse,foreign,4494
telkens,every time,4493
slechter,worse,4492
verander,change,4486
promotie,promotion,4480
margaret,Margaret,4477
overstuur,upset,4474
one,one,4472
dominee,pastor,4471
keuzes,choices,4470
bekennen,confess,4468
levert,supplies,4467
williams,Williams,4464
verdwaald,strayed,4463
federale,federal,4462
kranten,newspapers,4455
patroon,cartridge,4453
relaties,relationships,4451
bedreigd,threatened,4449
matthew,Matthew,4449
wetten,law,4448
herkent,recognize,4447
boodschappen,groceries,4446
zenuwachtig,nervous,4445
koninkrijk,kingdom,4445
aanwijzing,instructions,4445
betty,Betty,4442
breek,break,4440
chinees,Chinese,4439
uitvoeren,to carry out,4438
haatte,hate,4438
vrachtwagen,truck,4436
tank,tank,4426
vanzelf,of course,4419
francis,Francis,4419
schone,prawn,4417
beschadigd,damaged,4415
marty,Marty,4411
realiseerde,realized,4411
verbranden,to burn,4410
e,e,4410
klasse,class,4409
riep,called out,4405
onbekend,unknown,4403
humor,Humour,4402
theater,theater,4402
koorts,fever,4402
overheen,across,4401
ingang,Entrance,4400
stabiel,stable,4398
riley,riley,4398
openbare,public,4398
dure,expensive,4397
maya,Maya,4397
noodgeval,emergency,4397
reageert,responds,4393
uitweg,out,4391
jennifer,Jennifer,4390
psychiater,psychiatrist,4388
gedraagt,behave,4388
datum,date,4383
correct,correct,4382
gedraag,behave,4382
nood,need,4380
wiet,weed,4380
little,little,4377
woning,home,4374
caroline,caroline,4374
betekende,meant,4374
instructies,instructions,4373
natuurlijke,natural,4371
ali,ali,4368
wonden,wound,4367
afdrukken,print,4364
netwerk,network,4363
info,info,4358
martha,Martha,4356
periode,period,4356
uitziet,looks,4350
meende,believed,4348
doorlopen,run through,4345
simpele,simple,4344
achtergrond,background,4343
bijzonders,special,4339
broeders,brothers,4338
dubbel,double,4337
afgewezen,turned down,4334
kerstfeest,Christmas,4333
lou,lou,4333
hartstikke,terribly,4332
schuur,barn,4331
veronderstel,assumption,4330
emoties,emotions,4330
achterkant,rear end,4323
schudden,to shake,4322
beschuldigd,accused,4321
kwetsen,hurt,4321
negatief,negative,4320
dick,Dick,4319
engelse,English,4318
arrestatie,arrest,4318
communicatie,communication,4317
vloog,flew,4315
nachten,night,4314
uitmaken,break up,4311
vermiste,missing,4310
hierbij,hereby,4310
hebbes,Got you,4301
allang,a long time already,4301
trappen,to kick,4298
langskomen,come,4298
coma,coma,4298
daad,deed,4296
kut,cunt,4295
knop,knob,4294
bevriend,friendly,4294
geraken,get,4291
malcolm,malcolm,4288
creëren,to create,4288
beslag,seizure,4287
artsen,doctors,4282
nancy,nancy,4282
japan,Japan,4280
logan,logan,4278
beet,bite,4277
doodsbang,terrified,4274
bewaar,keep,4273
casino,casino,4269
afschuwelijk,awful,4268
diefstal,theft,4267
legende,legend,4263
joseph,Joseph,4261
grot,cave,4258
proeven,taste,4257
gesprekken,conversations,4256
grijpen,grab,4252
oppakken,picking up,4249
terugtrekken,to withdraw,4249
bart,Bart,4244
applaus,applause,4242
zoenen,to kiss,4241
toren,tower,4240
eeuwen,centuries,4237
eigendom,property,4236
verschrikkelijke,terrible,4235
criminelen,criminals,4234
bood,bidding,4233
verplicht,obligated,4230
zieke,sick,4230
beweert,claims,4228
strafblad,criminal record,4227
hollywood,Hollywood,4225
voorbereiden,to prepare,4225
vijftig,fifty,4225
zone,zone,4225
loslaten,letting go,4225
casey,casey,4224
connor,connor,4223
portemonnee,wallet,4223
audrey,Audrey,4222
longen,lung,4221
ingehuurd,hired,4220
meegebracht,brought along,4218
gebrek,lack,4213
ruilen,exchange,4213
mankeert,mank,4213
zwakke,weak,4212
aantrekkelijk,attractive,4209
verplaatst,moved,4208
albert,Albert,4203
no,no,4201
uitgeschakeld,turned off,4200
vliegtuigen,airplanes,4199
spencer,spencer,4195
tja,well,4194
dronk,drank,4192
riskeren,risk,4191
weghalen,remove,4190
passie,passion,4188
kandidaat,candidate,4188
smeerlap,bastard,4185
sigaretten,cigarettes,4185
toont,shows,4184
serie,series,4184
status,status,4183
voorzien,to provide,4180
mooier,more beautiful,4180
rit,ride,4177
bescherm,protected,4176
discussie,discussion,4173
medicijn,medicine,4173
booth,booth,4173
rijbewijs,drivers license,4170
miles,miles,4170
televisie,television,4169
meld,report,4169
verzonnen,made up,4167
h,H,4165
aangeboden,offered,4164
ellen,Ellen,4164
ministerie,ministry,4163
daden,deeds,4163
krankzinnig,insane,4162
populair,popular,4161
whoa,WHOA,4161
allison,allison,4161
indianen,native Americans,4158
verzekering,insurance,4149
virginia,Virginia,4147
koelkast,refridgerator,4146
duistere,dark,4144
pest,plague,4144
lemand,Lemand,4142
overgeven,throwing up,4138
arresteer,arrest,4138
nut,usefulness,4138
stervende,dying,4137
ondergoed,underwear,4137
euro,euro,4135
incident,incident,4135
zing,sing,4133
mijzelf,myself,4132
homer,homer,4129
commentaar,commentary,4127
ervaren,to experience,4124
doorzoeken,search,4124
vak,field,4124
vriendjes,friends,4122
dorst,thirst,4122
koe,cow,4120
tenslotte,and last but not least,4120
vandaar,there,4118
jonger,younger,4116
flinke,good,4115
check,check,4114
titel,title,4113
privacy,privacy,4112
heelal,universe,4112
verspillen,waste,4110
justin,Justin,4109
speelgoed,toys,4108
bonnie,Bonnie,4108
dagboek,diary,4108
voorwaarden,requirements,4104
gemerkt,marked,4103
tape,tape,4103
hol,hollow,4102
bewustzijn,Awareness,4096
evan,Evan,4092
aaron,Aaron,4091
vlag,flag,4091
werkten,worked,4090
moderne,modern,4090
rollen,roll,4088
angel,angel,4085
gespannen,stretched,4080
terugkeren,return,4078
crisis,crisis,4075
zoektocht,quest,4073
emotioneel,emotional,4068
overkant,other side,4066
premier,Prime Minister,4062
harris,Harris,4062
greep,grip,4062
eenheden,units,4060
beseft,realize,4059
rechtstreeks,directly,4057
love,love,4055
weigeren,refuse,4048
avontuur,adventure,4048
lust,lust,4046
tevoorschijn,appear,4046
roman,novel,4044
glimlach,smile,4044
groeit,grows,4044
ras,breed,4042
amerikaan,American,4040
plat,flat,4037
goedkoop,cheap,4036
strak,tight,4036
spanning,tension,4035
inbraak,burglary,4033
karakter,character,4031
opzet,set -up,4030
lessen,classes,4024
college,college,4024
boy,boy,4024
ernstige,severe,4023
geweren,guns,4023
island,Island,4022
todd,Todd,4022
verlegen,shy,4021
toestaan,allow,4020
paspoort,passport,4020
county,County,4020
vleugels,wings,4017
madame,madame,4013
juni,June,4012
snoep,candy,4010
apart,separate,4010
italië,Italy,4009
oudste,eldest,4008
liam,Liam,4008
uitschakelen,Switch off,4007
voertuig,vehicle,4006
kostte,cost,4003
Eylül,Eylül,4001
ron,Ron,3994
jochie,kid,3990
link,link,3989
puinhoop,mess,3988
agenda,agenda,3987
steekt,sticks,3986
nazi,Nazi,3986
spraken,spoke,3986
leonard,Leonard,3985
chirurg,surgeon,3983
jee,jee,3982
mochten,allowed,3981
misdaden,crimes,3978
brachten,brought,3977
bekentenis,confession,3975
laptop,Laptop,3974
vergeleken,compared,3972
diepe,deep,3971
stukjes,pieces,3971
robot,robot,3970
nuttig,useful,3969
uitslag,rash,3968
zout,salt,3968
ratten,rats,3968
slimmer,smarter,3966
afval,waste,3965
murphy,Murphy,3965
wendy,Wendy,3963
gebeurtenissen,events,3962
temperatuur,temperature,3962
bemoei,excuse,3962
ongelukkig,unhappy,3959
bezocht,visited,3957
financiële,financial,3957
tijdstip,time of day,3956
overste,superior,3956
verbergt,hidden,3955
drukken,to press,3952
snappen,understanding,3951
knuffel,Hug,3948
diensten,services,3948
erdoor,through,3947
betekenis,meaning,3946
veiliger,safer,3939
aard,earth,3939
opgegeten,eaten,3938
gevolg,consequence,3938
moedig,brave,3937
duke,Duke,3937
teruggekomen,came back,3936
eli,Eli,3934
paige,paige,3933
loon,wage,3932
frisse,fresh,3932
daarboven,up there,3931
herkende,recognized,3931
lelijke,ugly,3930
ruth,Ruth,3928
woensdag,Wednesday,3928
handig,useful,3927
harold,Harold,3927
fortuin,fortune,3926
nicole,Nicole,3924
vrijgelaten,released,3921
ashley,Ashley,3921
journalist,journalist,3920
vielen,fell,3919
wennen,get used to,3919
megan,Megan,3918
bleven,continued,3917
ambassadeur,ambassador,3916
acteur,actor,3913
geslaagd,successful,3913
hing,hung,3912
computers,computers,3911
francisco,Francisco,3911
schoonmaken,to clean,3909
mickey,Mickey,3906
snelweg,motorway,3904
plastic,plastic,3903
experiment,experiment,3902
monica,Monica,3901
morgenvroeg,tomorrow early,3897
undercover,undercover,3894
commando,command,3894
gekleed,dressed,3893
star,rigid,3892
gemak,ease,3891
overleeft,surviving,3888
boss,boss,3887
eerwaarde,honor,3885
motel,motel,3884
long,lung,3884
tweeling,twin,3882
draak,dragon,3881
schakel,link,3876
diana,Diana,3874
stephen,Stephen,3874
favoriet,favorite,3874
heten,to be named,3873
officiële,official,3872
legde,laid,3867
zusters,sisters,3867
kooi,cage,3867
opgehangen,hung up,3867
beheersen,control,3866
demonen,demons,3866
drankjes,drinks,3866
wetenschappers,scientists,3865
concert,concert,3865
vermijden,to avoid,3864
irak,Iraq,3864
katten,cats,3861
kwetsbaar,vulnerable,3860
kleuren,colors,3859
raket,rocket ship,3857
mitch,mitch,3855
straffen,to punish,3854
bestuur,management,3851
verloofd,engaged,3846
zonden,sin,3845
verspreid,Scattered,3843
draaide,rotated,3842
heerlijke,lovely,3840
mason,mason,3839
india,India,3838
augustus,August,3834
cadeautje,gift,3833
centimeter,centimeter,3832
contant,in cash,3830
testament,testament,3822
meesten,most,3821
juli,July,3818
waanzin,madness,3817
gedroomd,dreamed,3816
handschoenen,gloves,3815
zender,transmitter,3814
wreed,cruel,3812
pappa,daddy,3812
eerlijke,fair,3811
rotzak,bang,3808
jules,Jules,3807
mysterie,mystery,3805
symbool,symbol,3803
tess,tess,3803
profiel,profile,3803
opties,option,3802
traditie,tradition,3801
schulden,debt,3799
hup,huck,3798
waag,waard,3795
go,go,3794
massa,mass,3794
gewonden,wounded,3793
ontkennen,to deny,3789
getrokken,drawn,3786
bezet,occupied,3785
opgevoed,raised,3784
lincoln,Lincoln,3782
verkeer,traffic,3780
knie,knee,3779
heuvel,hill,3776
bid,prayer,3776
verdwijn,disappear,3776
accepteer,accept,3775
liz,Liz,3774
timing,timing,3773
slechtste,worst,3771
crane,crane,3771
penis,penis,3770
benieuwd,curious,3769
steden,towns,3767
aangeven,to indicate,3767
uitkomen,Hatch,3767
glazen,glass,3766
hitte,heat,3766
set,set,3765
maling,grinding,3765
victoria,Victoria,3763
wade,wade,3763
ton,tons,3762
mm,mm,3761
chocolade,chocolate,3759
bedrogen,cheated,3758
brandstof,fuel,3757
verwoest,destroyed,3756
verf,paint,3755
k,k,3755
hector,Hector,3754
munitie,ammunition,3754
paleis,palace,3748
werkelijkheid,reality,3748
yo,yo,3748
zoe,so,3748
gewapend,armed,3746
gekost,cost,3746
nelson,Nelson,3744
toespraak,speech,3742
recept,recipe,3741
helden,heroes,3741
enthousiast,enthusiastic,3740
scherm,screen,3740
goedemiddag,good afternoon,3739
gele,yellow,3730
actief,active,3730
politieagent,police officer,3728
kleiner,smaller,3726
raymond,Raymond,3725
joch,kid,3722
lokken,to lure,3722
oefening,practice,3717
harper,harper,3715
road,road,3714
varen,sail,3714
kwart,quarter,3713
commissie,Commission,3713
stiekem,secretly,3707
afsluiten,shut down,3706
inpakken,packing up,3703
bewaard,preserved,3703
neil,neil,3702
winkelen,shop,3700
beesten,animals,3698
vrijen,making out,3696
techniek,Technic,3695
brandt,burns,3695
lane,lane,3691
mobiele,mobile,3691
luisterde,listened,3690
interne,internal,3690
toegestaan,Allowed,3690
hall,hall,3689
beleefd,polite,3688
stanley,Stanley,3687
blok,block,3687
zielen,soul,3685
keith,Keith,3684
generatie,generation,3683
verlangen,desire,3682
jean,jean,3682
revolutie,revolution,3681
pastoor,pastor,3681
drama,drama,3680
maal,meal,3678
laden,load,3676
moeilijkheden,difficulties,3673
bedrag,amount,3672
aandelen,shares,3672
bevallen,to give birth,3665
willie,Willie,3664
schoft,bastard,3660
lawaai,noise,3660
eeuwige,eternal,3658
uzelf,yourself,3656
alicia,Alicia,3656
attentie,attention,3655
plant,plant,3654
staren,stare,3652
christian,Christian,3650
konijn,rabbit,3649
beroofd,robusted,3648
zussen,sisters,3647
huren,hire,3646
misdrijf,crime,3646
clay,clay,3645
overlijden,passing away,3643
doodgeschoten,shot,3642
toekomstige,future,3642
procedure,procedure,3641
trouwde,married,3639
douchen,shower,3637
stierven,died,3637
tina,Tina,3637
jongetje,boy,3636
gokken,gamble,3635
thanksgiving,Thanksgiving,3635
beweeg,move,3634
duiken,to dive,3634
shane,Shane,3633
kindje,baby,3631
fruit,fruit,3628
bevroren,frozen,3626
erbuiten,out,3625
sloot,ditch,3625
steelt,steal,3622
berlijn,Berlin,3622
grappen,joke,3619
vloot,fleet,3616
uiterlijk,appearance,3615
verhuisd,moved,3612
spanje,Spain,3608
carla,Carla,3606
norman,Norman,3606
doof,deaf,3605
alexander,Alexander,3604
mitchell,mitchell,3604
terugbrengen,return,3602
schamen,embarrass,3601
machtige,mighty,3601
all,all,3600
tempel,Temple,3599
walt,Walt,3598
volwassenen,adults,3597
holly,Holly,3596
wetenschapper,scientist,3594
weduwe,widow,3593
kanaal,channel,3593
gemeld,reported,3589
watje,wimp,3588
dient,must,3587
speech,speech,3587
goedendag,good day,3583
versterking,strengthening,3581
voorraad,stock,3581
legaal,legal,3581
bevat,contains,3580
dollars,dollars,3579
korporaal,corporal,3579
overwegen,consider,3578
vee,cattle,3578
metro,subway,3577
afhankelijk,dependent,3576
weigerde,refused,3576
ricky,Ricky,3575
speler,player,3572
gereedschap,tools,3572
mcgee,McGee,3571
misbruik,abuse,3567
besproken,discussed,3566
aflevering,episode,3562
chip,chip,3561
barbara,Barbara,3560
anthony,anthony,3560
mobieltje,cell phone,3558
santa,Santa,3557
japanse,Japanese,3556
reclame,commercial break,3554
combinatie,combination,3553
behouden,retain,3550
durven,to dare,3550
gebouwen,buildings,3549
goedmaken,make up,3549
philip,Philip,3548
verkrachting,rape,3545
jersey,Jersey,3544
pure,pure,3542
weggelopen,walked away,3540
opgeblazen,blown up,3540
getraind,trained,3539
illegale,illegal,3533
website,website,3533
firma,company,3533
bloeden,bleed,3532
schop,shovel,3532
wiskunde,math,3531
originele,original,3531
ann,Ann,3531
verwondingen,injuries,3530
nest,nest,3529
kostuum,costume,3523
hoofdinspecteur,chief inspector,3522
meg,meg,3522
standaard,standard,3521
zochten,sought,3520
stok,stick,3517
blaas,bladder,3517
gloria,gloria,3517
batman,batman,3516
weigert,refuses,3515
time,time,3514
afspreken,to agree,3513
hoofdkwartier,headquarters,3511
heroïne,heroin,3511
gus,gus,3511
bossen,forest,3511
julian,Julian,3509
verzeker,insure,3509
rex,rex,3509
zenuwen,nerve,3508
vermoeden,suspect,3508
noah,Noah,3508
jonathan,Jonathan,3506
hoofdstuk,chapter,3506
symptomen,symptoms,3506
samantha,Samantha,3506
plekje,spot,3505
bemoeien,to interfere,3505
kern,core,3505
b.,b.,3504
behandelt,treats,3503
bagage,luggage,3501
gehele,whole,3500
bay,Bay,3499
castle,Castle,3498
voorgesteld,suggested,3496
jasje,jacket,3496
begrip,concept,3495
sowieso,anyway,3493
braaf,Well behaved,3491
opsluiten,lock up,3491
gij,you,3490
misverstand,misunderstanding,3490
damon,Damon,3487
laarzen,boots,3486
dutch,Dutch,3486
uitgevoerd,executed,3486
borg,deposit,3483
doodsoorzaak,cause of death,3483
football,football,3482
bevrijd,liberated,3482
gewoonte,habit,3482
nederlandse,Dutch,3481
cirkel,circle,3481
moordwapen,murder weapon,3480
telefoons,Phones,3480
boeren,farmers,3479
gerucht,rumor,3477
bijten,to bite,3476
stone,stone,3475
explosieven,explosives,3474
motoren,engines,3473
heather,Heather,3473
miranda,Miranda,3472
opzetten,Setting up,3470
trekker,tractor,3469
vermoed,suspicion,3469
von,von,3469
internationale,International,3467
lesje,lesson,3466
blue,blue,3465
wegkomen,getting away,3463
flikker,flicker,3462
collins,collins,3462
craig,Craig,3461
lager,lower,3460
schoppen,kick,3459
fans,fans,3457
opereren,to operate,3456
borrel,a drink,3455
noemden,called,3455
vanessa,Vanessa,3453
seth,seth,3452
kok,cook,3451
dozen,Boxes,3451
hoeren,whore,3450
broodje,sandwich,3450
zingt,sings,3450
dieper,deeper,3449
halloween,Halloween,3448
diego,Diego,3446
toestel,aircraft,3444
happy,happy,3443
belangrijks,important,3443
hogere,higher,3440
stevig,firm,3440
hoeveelheid,amount of,3439
waaraan,to which,3436
hufter,bastard,3436
ontworpen,designed,3436
dankjewel,thank you,3435
mamma,mamma,3435
rots,rock,3433
boer,farmer,3433
buurman,neighbour,3432
bouw,build,3432
versieren,decorate,3431
trevor,Trevor,3431
ontploffen,explode,3429
ochtends,in the morning,3429
make-up,makeup,3427
dumpen,to dump,3426
gisterenavond,yesterday evening,3424
gevuld,stuffed up,3423
klacht,complaint,3422
bestond,existed,3418
dodelijke,deadly,3415
strategie,strategy,3414
volhouden,to persevere,3414
begaan,to commit,3413
das,tie,3413
informant,informant,3412
verwerken,process,3411
trouwt,gets married,3411
halt,halt,3409
auditie,audition,3407
randy,Randy,3404
lijdt,suffer,3399
canada,Canada,3399
draad,wire,3397
ertoe,or,3397
south,South,3393
uitgeput,exhausted,3392
pikken,peck,3392
ellie,Ellie,3392
ruimen,strike,3391
inzet,stake,3391
haren,hair,3391
slaaf,slave,3383
